"";"codigo_region";"region";"codigo_comuna";"comuna";"genero";"variable";"valor";"nivel";"region_corta";"comuna_corta"
"24";3;"Atacama";3303;"Freirina";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";2,43305508047342;"comuna";"Atacama";"Freirina"
"25";3;"Atacama";3304;"Huasco";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";2,31862049549818;"comuna";"Atacama";"Huasco"
"26";4;"Coquimbo";4101;"La Serena";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,41346077620983;"comuna";"Coquimbo";"La Serena"
"27";4;"Coquimbo";4102;"Coquimbo";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,7503506988287;"comuna";"Coquimbo";"Coquimbo"
"28";4;"Coquimbo";4103;"Andacollo";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";2,8983311727643;"comuna";"Coquimbo";"Andacollo"
"29";4;"Coquimbo";4104;"La Higuera";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,04296703636646;"comuna";"Coquimbo";"La Higuera"
"30";4;"Coquimbo";4105;"Paiguano";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,26411512494087;"comuna";"Coquimbo";"Paiguano"
"31";4;"Coquimbo";4106;"Vicuña";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,78113926947117;"comuna";"Coquimbo";"Vicuña"
"32";4;"Coquimbo";4201;"Illapel";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,25101278722286;"comuna";"Coquimbo";"Illapel"
"33";4;"Coquimbo";4202;"Canela";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,67402152717113;"comuna";"Coquimbo";"Canela"
"34";4;"Coquimbo";4203;"Los Vilos";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,62202429771423;"comuna";"Coquimbo";"Los Vilos"
"35";4;"Coquimbo";4204;"Salamanca";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,69349122047424;"comuna";"Coquimbo";"Salamanca"
"36";4;"Coquimbo";4301;"Ovalle";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,81150597333908;"comuna";"Coquimbo";"Ovalle"
"37";4;"Coquimbo";4302;"Combarbalá";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,63900826871395;"comuna";"Coquimbo";"Combarbalá"
"38";4;"Coquimbo";4303;"Monte Patria";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,3771430850029;"comuna";"Coquimbo";"Monte Patria"
"39";4;"Coquimbo";4304;"Punitaqui";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,89263965189457;"comuna";"Coquimbo";"Punitaqui"
"40";4;"Coquimbo";4305;"Río Hurtado";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,59006221592426;"comuna";"Coquimbo";"Río Hurtado"
"41";5;"Valparaíso";5101;"Valparaíso";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,31510433554649;"comuna";"Valparaíso";"Valparaíso"
"42";5;"Valparaíso";5102;"Casablanca";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,27664890885353;"comuna";"Valparaíso";"Casablanca"
"43";5;"Valparaíso";5103;"Concón";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,31546254456043;"comuna";"Valparaíso";"Concón"
"44";5;"Valparaíso";5104;"Juan Fernández";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";2,78044100850821;"comuna";"Valparaíso";"Juan Fernández"
"45";5;"Valparaíso";5105;"Puchuncaví";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,17702756822109;"comuna";"Valparaíso";"Puchuncaví"
"46";5;"Valparaíso";5107;"Quintero";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,35925854742527;"comuna";"Valparaíso";"Quintero"
"47";5;"Valparaíso";5109;"Viña del Mar";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,24161888659;"comuna";"Valparaíso";"Viña del Mar"
"48";5;"Valparaíso";5201;"Isla de Pascua";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,05736544728279;"comuna";"Valparaíso";"Isla de Pascua"
"49";5;"Valparaíso";5301;"Los Andes";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,47178094089031;"comuna";"Valparaíso";"Los Andes"
"50";5;"Valparaíso";5302;"Calle Larga";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,84897664189339;"comuna";"Valparaíso";"Calle Larga"
"51";5;"Valparaíso";5303;"Rinconada";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,70941215753555;"comuna";"Valparaíso";"Rinconada"
"52";5;"Valparaíso";5304;"San Esteban";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,79113666713238;"comuna";"Valparaíso";"San Esteban"
"53";5;"Valparaíso";5401;"La Ligua";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,51078505814075;"comuna";"Valparaíso";"La Ligua"
"54";5;"Valparaíso";5402;"Cabildo";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,86048236489296;"comuna";"Valparaíso";"Cabildo"
"55";5;"Valparaíso";5403;"Papudo";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,87894490361214;"comuna";"Valparaíso";"Papudo"
"56";5;"Valparaíso";5404;"Petorca";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,54163700342178;"comuna";"Valparaíso";"Petorca"
"57";5;"Valparaíso";5405;"Zapallar";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,02308048307896;"comuna";"Valparaíso";"Zapallar"
"58";5;"Valparaíso";5501;"Quillota";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,78450208902359;"comuna";"Valparaíso";"Quillota"
"59";5;"Valparaíso";5502;"Calera";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,93684245646;"comuna";"Valparaíso";"Calera"
"60";5;"Valparaíso";5503;"Hijuelas";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,10295890271664;"comuna";"Valparaíso";"Hijuelas"
"61";5;"Valparaíso";5504;"La Cruz";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,15697954595089;"comuna";"Valparaíso";"La Cruz"
"62";5;"Valparaíso";5506;"Nogales";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,68642024695873;"comuna";"Valparaíso";"Nogales"
"63";5;"Valparaíso";5601;"San Antonio";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,00834658741951;"comuna";"Valparaíso";"San Antonio"
"64";5;"Valparaíso";5602;"Algarrobo";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,83014397323132;"comuna";"Valparaíso";"Algarrobo"
"65";5;"Valparaíso";5603;"Cartagena";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,42724169790745;"comuna";"Valparaíso";"Cartagena"
"66";5;"Valparaíso";5604;"El Quisco";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,00385554134846;"comuna";"Valparaíso";"El Quisco"
"67";5;"Valparaíso";5605;"El Tabo";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,78366278111935;"comuna";"Valparaíso";"El Tabo"
"68";5;"Valparaíso";5606;"Santo Domingo";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,88833077251911;"comuna";"Valparaíso";"Santo Domingo"
"69";5;"Valparaíso";5701;"San Felipe";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,27670292556286;"comuna";"Valparaíso";"San Felipe"
"70";5;"Valparaíso";5702;"Catemu";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,06589412689209;"comuna";"Valparaíso";"Catemu"
"71";5;"Valparaíso";5703;"Llaillay";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,00939548760653;"comuna";"Valparaíso";"Llaillay"
"72";5;"Valparaíso";5704;"Panquehue";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,37804199755192;"comuna";"Valparaíso";"Panquehue"
"73";5;"Valparaíso";5705;"Putaendo";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,90891933441162;"comuna";"Valparaíso";"Putaendo"
"74";5;"Valparaíso";5706;"Santa María";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,52192611992359;"comuna";"Valparaíso";"Santa María"
"75";5;"Valparaíso";5801;"Quilpué";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,009810090065;"comuna";"Valparaíso";"Quilpué"
"76";5;"Valparaíso";5802;"Limache";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,47216066718102;"comuna";"Valparaíso";"Limache"
"77";5;"Valparaíso";5803;"Olmué";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,45187646150589;"comuna";"Valparaíso";"Olmué"
"78";5;"Valparaíso";5804;"Villa Alemana";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,02631461620331;"comuna";"Valparaíso";"Villa Alemana"
"79";NA;"Libertador General Bernardo O'Higgins";6101;"Rancagua";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,35717983543873;"comuna";"O'Higgins";"Rancagua"
"80";NA;"Libertador General Bernardo O'Higgins";6102;"Codegua";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,19930405914783;"comuna";"O'Higgins";"Codegua"
"81";NA;"Libertador General Bernardo O'Higgins";6103;"Coinco";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,29232567548752;"comuna";"O'Higgins";"Coinco"
"82";NA;"Libertador General Bernardo O'Higgins";6104;"Coltauco";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,32311333715916;"comuna";"O'Higgins";"Coltauco"
"83";NA;"Libertador General Bernardo O'Higgins";6105;"Doñihue";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,60528118908405;"comuna";"O'Higgins";"Doñihue"
"84";NA;"Libertador General Bernardo O'Higgins";6106;"Graneros";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,41864973306656;"comuna";"O'Higgins";"Graneros"
"85";NA;"Libertador General Bernardo O'Higgins";6107;"Las Cabras";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,38808906078339;"comuna";"O'Higgins";"Las Cabras"
"86";NA;"Libertador General Bernardo O'Higgins";6108;"Machalí";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";2,55928784608841;"comuna";"O'Higgins";"Machalí"
"87";NA;"Libertador General Bernardo O'Higgins";6109;"Malloa";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,05184344947338;"comuna";"O'Higgins";"Malloa"
"88";NA;"Libertador General Bernardo O'Higgins";6110;"Mostazal";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,19555455446243;"comuna";"O'Higgins";"Mostazal"
"89";NA;"Libertador General Bernardo O'Higgins";6111;"Olivar";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,85051348805428;"comuna";"O'Higgins";"Olivar"
"90";NA;"Libertador General Bernardo O'Higgins";6112;"Peumo";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,86591251194477;"comuna";"O'Higgins";"Peumo"
"91";NA;"Libertador General Bernardo O'Higgins";6113;"Pichidegua";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";7,45889618992805;"comuna";"O'Higgins";"Pichidegua"
"92";NA;"Libertador General Bernardo O'Higgins";6114;"Quinta de Tilcoco";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,2491120994091;"comuna";"O'Higgins";"Quinta de Tilcoco"
"93";NA;"Libertador General Bernardo O'Higgins";6115;"Rengo";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,16251011192799;"comuna";"O'Higgins";"Rengo"
"94";NA;"Libertador General Bernardo O'Higgins";6116;"Requínoa";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,61227968335152;"comuna";"O'Higgins";"Requínoa"
"95";NA;"Libertador General Bernardo O'Higgins";6117;"San Vicente";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,28059639036655;"comuna";"O'Higgins";"San Vicente"
"96";NA;"Libertador General Bernardo O'Higgins";6201;"Pichilemu";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,8185514062643;"comuna";"O'Higgins";"Pichilemu"
"97";NA;"Libertador General Bernardo O'Higgins";6202;"La Estrella";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,52609339356422;"comuna";"O'Higgins";"La Estrella"
"98";NA;"Libertador General Bernardo O'Higgins";6203;"Litueche";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";9,14281159639359;"comuna";"O'Higgins";"Litueche"
"99";NA;"Libertador General Bernardo O'Higgins";6204;"Marchihue";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,04214780032635;"comuna";"O'Higgins";"Marchihue"
"100";NA;"Libertador General Bernardo O'Higgins";6205;"Navidad";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,58775067329407;"comuna";"O'Higgins";"Navidad"
"101";NA;"Libertador General Bernardo O'Higgins";6206;"Paredones";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,86001761257648;"comuna";"O'Higgins";"Paredones"
"102";NA;"Libertador General Bernardo O'Higgins";6301;"San Fernando";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,84972782433033;"comuna";"O'Higgins";"San Fernando"
"103";NA;"Libertador General Bernardo O'Higgins";6302;"Chépica";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,42873346805573;"comuna";"O'Higgins";"Chépica"
"104";NA;"Libertador General Bernardo O'Higgins";6303;"Chimbarongo";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,42011149227619;"comuna";"O'Higgins";"Chimbarongo"
"105";NA;"Libertador General Bernardo O'Higgins";6304;"Lolol";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";7,20588937401772;"comuna";"O'Higgins";"Lolol"
"106";NA;"Libertador General Bernardo O'Higgins";6305;"Nancagua";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,67483752965927;"comuna";"O'Higgins";"Nancagua"
"107";NA;"Libertador General Bernardo O'Higgins";6306;"Palmilla";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,24443031847477;"comuna";"O'Higgins";"Palmilla"
"108";NA;"Libertador General Bernardo O'Higgins";6307;"Peralillo";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,34659996628761;"comuna";"O'Higgins";"Peralillo"
"109";NA;"Libertador General Bernardo O'Higgins";6308;"Placilla";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";7,171880453825;"comuna";"O'Higgins";"Placilla"
"110";NA;"Libertador General Bernardo O'Higgins";6309;"Pumanque";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,71429750323296;"comuna";"O'Higgins";"Pumanque"
"111";NA;"Libertador General Bernardo O'Higgins";6310;"Santa Cruz";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,88384121656418;"comuna";"O'Higgins";"Santa Cruz"
"112";7;"Maule";7101;"Talca";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,20641042292118;"comuna";"Maule";"Talca"
"113";7;"Maule";7102;"Constitución";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,5626333206892;"comuna";"Maule";"Constitución"
"114";7;"Maule";7103;"Curepto";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,98445981740952;"comuna";"Maule";"Curepto"
"115";7;"Maule";7104;"Empedrado";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,14008849859238;"comuna";"Maule";"Empedrado"
"116";7;"Maule";7105;"Maule";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,22705560922623;"comuna";"Maule";"Maule"
"117";7;"Maule";7106;"Pelarco";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,50508424639702;"comuna";"Maule";"Pelarco"
"118";7;"Maule";7107;"Pencahue";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,03798574209213;"comuna";"Maule";"Pencahue"
"119";7;"Maule";7108;"Río Claro";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,6507913172245;"comuna";"Maule";"Río Claro"
"120";7;"Maule";7109;"San Clemente";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,48765026032925;"comuna";"Maule";"San Clemente"
"121";7;"Maule";7110;"San Rafael";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,65657748281956;"comuna";"Maule";"San Rafael"
"122";7;"Maule";7201;"Cauquenes";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,8855345249176;"comuna";"Maule";"Cauquenes"
"123";7;"Maule";7202;"Chanco";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,22571744024754;"comuna";"Maule";"Chanco"
"124";7;"Maule";7203;"Pelluhue";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,56848326325417;"comuna";"Maule";"Pelluhue"
"125";7;"Maule";7301;"Curicó";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,3421676158905;"comuna";"Maule";"Curicó"
"126";7;"Maule";7302;"Hualañé";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";7,83484578132629;"comuna";"Maule";"Hualañé"
"127";7;"Maule";7303;"Licantén";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,71085885167122;"comuna";"Maule";"Licantén"
"128";7;"Maule";7304;"Molina";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,46132363379002;"comuna";"Maule";"Molina"
"129";7;"Maule";7305;"Rauco";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";7,3708787560463;"comuna";"Maule";"Rauco"
"130";7;"Maule";7306;"Romeral";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,48286044597626;"comuna";"Maule";"Romeral"
"131";7;"Maule";7307;"Sagrada Familia";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,96407614648342;"comuna";"Maule";"Sagrada Familia"
"132";7;"Maule";7308;"Teno";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,13839402794838;"comuna";"Maule";"Teno"
"133";7;"Maule";7309;"Vichuquén";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";9,30007919669151;"comuna";"Maule";"Vichuquén"
"134";7;"Maule";7401;"Linares";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,73582744598389;"comuna";"Maule";"Linares"
"135";7;"Maule";7402;"Colbún";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,31445704400539;"comuna";"Maule";"Colbún"
"136";7;"Maule";7403;"Longaví";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,49760982394218;"comuna";"Maule";"Longaví"
"137";7;"Maule";7404;"Parral";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,80940975248814;"comuna";"Maule";"Parral"
"138";7;"Maule";7405;"Retiro";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,77418953180313;"comuna";"Maule";"Retiro"
"139";7;"Maule";7406;"San Javier";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,58261536061764;"comuna";"Maule";"San Javier"
"140";7;"Maule";7407;"Villa Alegre";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,27569353580475;"comuna";"Maule";"Villa Alegre"
"141";7;"Maule";7408;"Yerbas Buenas";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,22800274193287;"comuna";"Maule";"Yerbas Buenas"
"142";NA;"Biobío";8101;"Concepción";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,65415886044502;"comuna";"Biobío";"Concepción"
"143";NA;"Biobío";8102;"Coronel";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";6,59628659486771;"comuna";"Biobío";"Coronel"
"144";NA;"Biobío";8103;"Chiguayante";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";3,70118208229542;"comuna";"Biobío";"Chiguayante"
"145";NA;"Biobío";8104;"Florida";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";5,13056926429272;"comuna";"Biobío";"Florida"
"146";NA;"Biobío";8105;"Hualqui";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,74688820540905;"comuna";"Biobío";"Hualqui"
"147";NA;"Biobío";8106;"Lota";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";14,364567399025;"comuna";"Biobío";"Lota"
"148";NA;"Biobío";8107;"Penco";NA;"Porcentaje de asalariados formales dependientes con ingreso imponible igual al ingreso mínimo";4,81033325195312;"comuna";"Biobío";"Penco"
